"title","link","pubDate","{http://purl.org/dc/elements/1.1/}creator","guid","{http://purl.org/rss/1.0/modules/content/}encoded","{http://wordpress.org/export/1.2/excerpt/}encoded","{http://wordpress.org/export/1.2/}post_id","{http://wordpress.org/export/1.2/}post_date","{http://wordpress.org/export/1.2/}post_date_gmt","{http://wordpress.org/export/1.2/}comment_status","{http://wordpress.org/export/1.2/}ping_status","{http://wordpress.org/export/1.2/}post_name","{http://wordpress.org/export/1.2/}status","{http://wordpress.org/export/1.2/}post_parent","{http://wordpress.org/export/1.2/}menu_order","{http://wordpress.org/export/1.2/}post_type","{http://wordpress.org/export/1.2/}is_sticky","{http://wordpress.org/export/1.2/}attachment_url","{http://wordpress.org/export/1.2/}postmeta","category","{http://wordpress.org/export/1.2/}comment"
"Case study","http://histomap.eu/et_pb_layout/case-study/","Thu, 28 Jul 2016 11:54:25 +0000","hm","http://histomap.eu/et_pb_layout/case-study/","[et_pb_section background_color=""#2ea3f2"" inner_shadow=""off"" parallax=""on""][et_pb_row][et_pb_column type=""4_4""][et_pb_blurb admin_label=""Blurb"" url_new_window=""off"" image=""http://elegantthemesimages.com/images/premade/d2-300px.png"" animation=""bottom"" background_layout=""light"" text_orientation=""center"" use_icon=""off"" icon_color=""#45c4ec"" use_circle=""off"" circle_color=""#45c4ec"" use_circle_border=""off"" circle_border_color=""#45c4ec"" icon_placement=""top"" /][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""4_4""][et_pb_text admin_label=""Text"" background_layout=""dark"" text_orientation=""center""]<h1 style=""font-size: 72px; font-weight: 300;"">Divi Case Study</h1>[/et_pb_text][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""off"" specialty=""off"" inner_shadow=""off"" parallax=""off""][et_pb_row][et_pb_column type=""1_2""][et_pb_text admin_label=""Text"" background_layout=""light"" text_orientation=""left""]<h2>The Challenge</h2>
Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor, leo felis vehicula quam, ut accumsan augue nunc at nisl. Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor, leo felis vehicula quam, ut accumsan augue nunc at nisl.[/et_pb_text][/et_pb_column][et_pb_column type=""1_2""][et_pb_text admin_label=""Text"" background_layout=""light"" text_orientation=""left""]<h2>The Solution</h2>
Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor, leo felis vehicula quam, ut accumsan augue nunc at nisl. Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor, leo felis vehicula quam, ut accumsan augue nunc at nisl.[/et_pb_text][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""on"" specialty=""off"" inner_shadow=""off"" parallax=""on""][et_pb_fullwidth_slider admin_label=""Fullwidth Slider"" show_arrows=""on"" show_pagination=""on"" auto=""off"" parallax=""on""][et_pb_slide heading=""Complete Corporate Identity"" background_image=""http://elegantthemesimages.com/images/premade/d2-placeholder-1920.jpg"" background_color=""#ffffff"" alignment=""center"" background_layout=""dark"" /][et_pb_slide heading=""We Rethought Everything"" background_image=""http://elegantthemesimages.com/images/premade/d2-placeholder-1920.jpg"" background_color=""#ffffff"" alignment=""center"" background_layout=""dark"" /][/et_pb_fullwidth_slider][/et_pb_section][et_pb_section fullwidth=""off"" specialty=""off"" background_color=""#353535"" inner_shadow=""off"" parallax=""off""][et_pb_row][et_pb_column type=""1_4""][et_pb_number_counter admin_label=""Number Counter"" title=""Corporate Rebranding"" number=""70"" percent_sign=""on"" background_layout=""dark"" counter_color=""#2ea3f2"" /][/et_pb_column][et_pb_column type=""1_4""][et_pb_number_counter admin_label=""Number Counter"" title=""Website Redesign"" number=""30"" percent_sign=""on"" background_layout=""dark"" /][/et_pb_column][et_pb_column type=""1_4""][et_pb_number_counter admin_label=""Number Counter"" title=""Day Turnaround"" number=""60"" percent_sign=""off"" background_layout=""dark"" /][/et_pb_column][et_pb_column type=""1_4""][et_pb_number_counter admin_label=""Number Counter"" title=""Amazing Result"" number=""1"" percent_sign=""off"" background_layout=""dark"" /][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""off"" specialty=""off"" background_color=""#2ea3f2"" inner_shadow=""off"" parallax=""off""][et_pb_row][et_pb_column type=""1_2""][et_pb_divider admin_label=""Divider"" color=""#ffffff"" show_divider=""off"" height=""90"" /][et_pb_text admin_label=""Text"" background_layout=""dark"" text_orientation=""left""]<h1>Mobile Site Boosted Sales By 50%</h1>[/et_pb_text][et_pb_blurb admin_label=""Blurb"" title=""Mobile Refresh"" url_new_window=""off"" use_icon=""on"" font_icon="""" icon_color=""#ffffff"" use_circle=""off"" circle_color=""#2caaca"" use_circle_border=""off"" circle_border_color=""#2caaca"" icon_placement=""left"" animation=""right"" background_layout=""dark"" text_orientation=""left""]The Challenge Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor[/et_pb_blurb][et_pb_blurb admin_label=""Blurb"" title=""Rebuilt From the Inside Out"" url_new_window=""off"" use_icon=""on"" font_icon="""" icon_color=""#ffffff"" use_circle=""off"" circle_color=""#2caaca"" use_circle_border=""off"" circle_border_color=""#2caaca"" icon_placement=""left"" animation=""right"" background_layout=""dark"" text_orientation=""left""]The Challenge Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor[/et_pb_blurb][et_pb_blurb admin_label=""Blurb"" title=""Extensive Demographic Studies"" url_new_window=""off"" use_icon=""on"" font_icon="""" icon_color=""#ffffff"" use_circle=""off"" circle_color=""#2caaca"" use_circle_border=""off"" circle_border_color=""#2caaca"" icon_placement=""left"" animation=""right"" background_layout=""dark"" text_orientation=""left""]The Challenge Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor[/et_pb_blurb][/et_pb_column][et_pb_column type=""1_2""][et_pb_image admin_label=""Image"" src=""http://elegantthemesimages.com/images/premade/mobile-lockup.png"" url_new_window=""off"" animation=""left"" show_in_lightbox=""off"" /][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""off"" specialty=""off"" background_color=""#353535"" inner_shadow=""off"" parallax=""off""][et_pb_row][et_pb_column type=""4_4""][et_pb_divider admin_label=""Divider"" color=""#ffffff"" show_divider=""off"" height=""60"" /][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""1_2""][et_pb_counters admin_label=""Bar Counters"" background_layout=""light"" background_color=""#2e2e2e""][et_pb_counter percent=""80""]Mobile Sales[/et_pb_counter][et_pb_counter percent=""50""]Website Traffic[/et_pb_counter][et_pb_counter percent=""75""]Conversion Rate[/et_pb_counter][et_pb_counter percent=""60""]Email Subscribers[/et_pb_counter][/et_pb_counters][/et_pb_column][et_pb_column type=""1_2""][et_pb_cta admin_label=""Call To Action"" title=""The Results Were Amazing"" button_url=""#"" button_text=""Live Project"" use_background_color=""off"" background_color=""#2ea3f2"" background_layout=""dark"" text_orientation=""left""]Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor, leo felis vehicula quam, ut accumsan augue nunc at nisl. Vivamus ipsum velit, ullamcorper quis nibh non, molestie tempus sapien. Mauris ultrices, felis ut eleifend auctor, leo felis vehicula quam, ut accumsan augue nunc at nisl.[/et_pb_cta][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""4_4""][et_pb_divider admin_label=""Divider"" color=""#ffffff"" show_divider=""off"" height=""60"" /][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""on"" specialty=""off"" inner_shadow=""off"" parallax=""off"" background_color=""#2e2e2e""][et_pb_fullwidth_portfolio admin_label=""Fullwidth Portfolio"" fullwidth=""on"" show_title=""on"" show_date=""off"" background_layout=""dark"" auto=""off"" title=""Related Case Studies"" /][/et_pb_section]","","52","2016-07-28 13:54:25","2016-07-28 11:54:25","closed","closed","case-study","publish","0","0","et_pb_layout","0","","","",""
"Producteigenschappen","http://histomap.eu/et_pb_layout/producteigenschappen/","Thu, 28 Jul 2016 11:54:25 +0000","hm","http://histomap.eu/et_pb_layout/producteigenschappen/","[et_pb_section background_color=""#132c47"" inner_shadow=""off"" parallax=""on""][et_pb_row][et_pb_column type=""4_4""][et_pb_divider admin_label=""Divider"" color=""#ffffff"" show_divider=""off"" height=""60"" /][et_pb_text admin_label=""Text"" background_layout=""dark"" text_orientation=""center""]<h1 style=""font-size: 52px;"">Product Features</h1>[/et_pb_text][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""4_4""][et_pb_image admin_label=""Image"" src=""http://elegantthemesimages.com/images/premade/d2-placeholder-1920.jpg"" url_new_window=""off"" animation=""bottom"" show_in_lightbox=""off"" /][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""1_4""][et_pb_blurb admin_label=""Blurb"" title=""Advanced Page Builder"" url_new_window=""off"" animation=""top"" background_layout=""dark"" text_orientation=""center"" use_icon=""on"" use_circle=""on"" circle_color=""#0d2035"" use_circle_border=""off"" circle_border_color=""#2caaca"" icon_placement=""top"" font_icon="""" icon_color=""#2ea3f2""]Divi will change the way you build websites forever. The advanced page builder makes it possible to build truly dynamic pages without learning code.[/et_pb_blurb][/et_pb_column][et_pb_column type=""1_4""][et_pb_blurb admin_label=""Blurb"" title=""Key Elements"" url_new_window=""off"" animation=""top"" background_layout=""dark"" text_orientation=""center"" use_icon=""on"" use_circle=""on"" circle_color=""#0d2035"" use_circle_border=""off"" circle_border_color=""#2caaca"" icon_placement=""top"" font_icon="""" icon_color=""#2ad4e0""]The builder comes packed with tons of great modules, and more are on the way! Combine and arrange them in any order. The possibilities are countless.[/et_pb_blurb][/et_pb_column][et_pb_column type=""1_4""][et_pb_blurb admin_label=""Blurb"" title=""Target Audience"" url_new_window=""off"" animation=""top"" background_layout=""dark"" text_orientation=""center"" use_icon=""on"" icon_color=""#9633e8"" use_circle=""on"" circle_color=""#0d2035"" use_circle_border=""off"" circle_border_color=""#2caaca"" icon_placement=""top"" font_icon=""""]Divi’s layout has been designed with mobile devices in mind. No matter how you use it, and no matter how you view it, your website is going to look great.[/et_pb_blurb][/et_pb_column][et_pb_column type=""1_4""][et_pb_blurb admin_label=""Blurb"" title=""Strategy"" url_new_window=""off"" image=""http://elegantthemes.com/preview/Divi2/wp-content/uploads/2014/04/blurb-icon-updates.png"" animation=""top"" background_layout=""dark"" text_orientation=""center"" use_icon=""on"" icon_color=""#d85fd6"" use_circle=""on"" circle_color=""#0d2035"" use_circle_border=""off"" circle_border_color=""#2caaca"" icon_placement=""top"" font_icon=""""]Divi is here to stay, and you can rest easy knowing that our team will be updating and improving it for years to come. Build on top of a powerful foundation.[/et_pb_blurb][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""off"" inner_shadow=""off"" parallax=""off"" module_id=""builder""][et_pb_row][et_pb_column type=""4_4""][et_pb_text admin_label=""Text"" background_layout=""light"" text_orientation=""center""]<h1>Advanced Drag & Drop Builder</h1>
The Divi Builder was made with user experience at the forefront of its priorities. The way it is broken up into sections, rows, columns and widgets, really allows you to understand and edit the structure of your page. Your editing controls are pulled out of the main content area so that you get a clear and concise representation of how your modules fit into your page layout.[/et_pb_text][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""4_4""][et_pb_image admin_label=""Image"" src=""http://elegantthemesimages.com/images/premade/d2-placeholder-1080px.jpg"" url_new_window=""off"" animation=""right"" show_in_lightbox=""off"" /][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""on"" specialty=""off"" inner_shadow=""off"" parallax=""on"" module_id=""backgrounds""][et_pb_fullwidth_slider admin_label=""Fullwidth Slider"" show_arrows=""on"" show_pagination=""on"" auto=""off"" parallax=""off""][et_pb_slide heading=""All The Right Things"" background_color=""#ffffff"" alignment=""center"" background_layout=""dark"" background_image=""http://elegantthemesimages.com/images/premade/d2-placeholder-1920.jpg""]Vestibulum lobortis. Donec at euismod nibh, eu bibendum quam. Nullam non gravida purus, nec  eleifend tincidunt nisi.Vestibulum lobortis. Donec at euismod nibh, eu bibendum quam. Nullam non gravida purus, nec  eleifend tincidunt nisi.[/et_pb_slide][/et_pb_fullwidth_slider][/et_pb_section][et_pb_section fullwidth=""off"" specialty=""off"" background_color=""#283139"" inner_shadow=""off"" parallax=""off"" module_id=""mobile""][et_pb_row][et_pb_column type=""4_4""][et_pb_text admin_label=""Text"" background_layout=""dark"" text_orientation=""center""]
<h1>Fully Responsive Layouts</h1>
We know that your website needs to be accessible and readable on all devices. We made Divi fully responsive so that your designs look great no matter what. With the builder, you design your desktop website, and we make sure that Divi does the heavy lifting for you.

[/et_pb_text][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""4_4""][et_pb_image admin_label=""Image"" src=""http://elegantthemesimages.com/images/premade/d2-placeholder-1080px.jpg"" url_new_window=""off"" animation=""left"" show_in_lightbox=""off"" /][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""off"" specialty=""off"" inner_shadow=""off"" parallax=""off"" module_id=""layouts""][et_pb_row][et_pb_column type=""1_2""][et_pb_image admin_label=""Image"" src=""http://elegantthemesimages.com/images/premade/d2-placeholder-510px.jpg"" url_new_window=""off"" animation=""right"" show_in_lightbox=""off"" /][/et_pb_column][et_pb_column type=""1_2""][et_pb_divider admin_label=""Divider"" color=""#ffffff"" show_divider=""off"" height=""70"" /][et_pb_cta admin_label=""Call To Action"" title=""Product Feature"" button_url=""#"" button_text=""Learn More"" use_background_color=""off"" background_color=""#2caaca"" background_layout=""light"" text_orientation=""left""]Divi Ships with a tone of great premade layouts to get you started with a homepage, a portfolio, an eCommerce Storefront, and much more! Check out the theme demo to preview a few of these premade layouts. We've even realeased layout packs along the way for portfolios and business focused websites.[/et_pb_cta][/et_pb_column][/et_pb_row][et_pb_row][et_pb_column type=""1_2""][et_pb_divider admin_label=""Divider"" color=""#ffffff"" show_divider=""off"" height=""40"" /][et_pb_cta admin_label=""Call To Action"" title=""Product Feature"" button_url=""#"" button_text=""Learn More"" use_background_color=""off"" background_color=""#2caaca"" background_layout=""light"" text_orientation=""right""]Divi Ships with a tone of great premade layouts to get you started with a homepage, a portfolio, an eCommerce Storefront, and much more! Check out the theme demo to preview a few of these premade layouts. We've even realeased layout packs along the way for portfolios and business focused websites.[/et_pb_cta][/et_pb_column][et_pb_column type=""1_2""][et_pb_image admin_label=""Image"" src=""http://elegantthemesimages.com/images/premade/d2-placeholder-510px.jpg"" url_new_window=""off"" animation=""left"" show_in_lightbox=""off"" /][/et_pb_column][/et_pb_row][/et_pb_section][et_pb_section fullwidth=""off"" specialty=""off"" background_color=""#f74b47"" inner_shadow=""off"" parallax=""off""][et_pb_row][et_pb_column type=""4_4""][et_pb_cta admin_label=""Call To Action"" title=""Signup Today For Instant Access"" button_url=""#"" button_text=""Join Today"" use_background_color=""off"" background_color=""#2ea3f2"" background_layout=""dark"" text_orientation=""center""]Join today and get access to Divi, as well as our other countless themes and plugins.[/et_pb_cta][/et_pb_column][/et_pb_row][/et_pb_section]","","53","2016-07-28 13:54:25","2016-07-28 11:54:25","closed","closed","producteigenschappen","publish","0","0","et_pb_layout","0","","","",""
"","http://histomap.eu/2016/07/28/103/","Thu, 28 Jul 2016 14:59:45 +0000","hm","http://histomap.eu/2016/07/28/103/","","","103","2016-07-28 16:59:45","2016-07-28 14:59:45","closed","closed","103","publish","0","2","nav_menu_item","0","","","default",""
"","http://histomap.eu/2016/08/09/277/","Tue, 09 Aug 2016 11:47:04 +0000","hm","http://histomap.eu/?p=277","","","277","2016-08-09 13:47:04","2016-08-09 11:47:04","closed","closed","277","publish","0","1","nav_menu_item","0","","","default",""
"Gebruiker","http://histomap.eu/2016/09/20/gebruiker/","Tue, 20 Sep 2016 15:12:57 +0000","hm","http://histomap.eu/?p=813","","","813","2016-09-20 17:12:57","2016-09-20 15:12:57","closed","closed","gebruiker","publish","0","3","nav_menu_item","0","","","default",""
"In/uitloggen","http://histomap.eu/2016/09/20/inuitloggen/","Tue, 20 Sep 2016 15:14:01 +0000","hm","http://histomap.eu/?p=814","","","814","2016-09-20 17:14:01","2016-09-20 15:14:01","closed","closed","inuitloggen","publish","0","4","nav_menu_item","0","","","default",""
"Registreren","http://histomap.eu/2016/09/20/registreren/","Tue, 20 Sep 2016 15:15:21 +0000","hm","http://histomap.eu/?p=815","","","815","2016-09-20 17:15:21","2016-09-20 15:15:21","closed","closed","registreren","publish","0","5","nav_menu_item","0","","","default",""
"Profiel bewerken","http://histomap.eu/2016/09/20/profiel-bewerken/","Tue, 20 Sep 2016 15:15:21 +0000","hm","http://histomap.eu/?p=816","","","816","2016-09-20 17:15:21","2016-09-20 15:15:21","closed","closed","profiel-bewerken","publish","0","6","nav_menu_item","0","","","default",""
"Toevoegen2","http://histomap.eu/toevoegenoud/","Thu, 28 Jul 2016 09:31:41 +0000","hm","http://histomap.eu/?page_id=2","[et_pb_section admin_label=""Sectie"" fullwidth=""off"" specialty=""off""][et_pb_row admin_label=""Rij""][et_pb_column type=""1_3""][et_pb_blurb admin_label=""Blurb"" url_new_window=""off"" use_icon=""off"" icon_color=""#7EBEC5"" use_circle=""off"" circle_color=""#7EBEC5"" use_circle_border=""off"" circle_border_color=""#7EBEC5"" icon_placement=""top"" animation=""top"" background_layout=""light"" text_orientation=""left"" use_icon_font_size=""off"" use_border_color=""off"" border_color=""#ffffff"" border_style=""solid"" disabled=""off"" disabled_on=""on||""]

&nbsp;

<strong>Positioneer uw markering</strong>

Plaats uw markering op de kaart met de rechtermuisknop en sleep hem vervolgens naar de juiste plek. U kunt ook uw huidige geolocatie gebruiken. Indien deze beschikbaar is worden de coördinaten daarvan in het veld hieronder automatisch ingevuld.
<div id=""leftmap"">[wpgmza id=""6""]</div>
&nbsp;
<div id=""xy"">

<input id=""wpgmza_ugm_add_address"" maxlength=""200"" name=""wpgmza_ugm_add_address2"" readonly=""readonly"" size=""35"" type=""text"" value="""" placeholder="""">
<p class=""desc""></p>

</div>
&nbsp;

[/et_pb_blurb][/et_pb_column][et_pb_column type=""2_3""][et_pb_code admin_label=""Code"" module_id=""xx"" custom_css_after=""||.wpgmza_table {||    visibility: hidden;||    display: none;||}||""][wpgmza id=&quot;5&quot;] &lt;script&gt; document.getElementById(&quot;wpgmza_ugm_spm&quot;).checked = true &lt;/script&gt; [gravityform id=&quot;4&quot; title=&quot;true&quot; description=&quot;true&quot; ajax=&quot;true&quot;]&lt;a href=&quot;http://jquery.com/&quot;&gt;&lt;/a&gt; &lt;script src=&quot;jquery.js&quot;&gt;&lt;/script&gt; &lt;script&gt; $(&#x27;#input_4_1&#x27;).keyup(function() { $(&#x27;#wpgmza_ugm_add_title&#x27;).val($(this).val()); }); &lt;/script&gt; &lt;script&gt; $(&#x27;#input_4_42&#x27;).keyup(function() { $(&#x27;#wpgmza_ugm_add_desc&#x27;).val($(this).val()); }); &lt;/script&gt;&lt;br /&gt; &lt;script&gt;&lt;br /&gt; jQuery(document).bind(&quot;gform_confirmation_loaded&quot;, function (e, form_id) {&lt;br /&gt; document.getElementById(&#x27;wpgmza_ugm_addmarker&#x27;).click();&lt;br /&gt; });&lt;br /&gt; &lt;/script&gt;[/et_pb_code][et_pb_code admin_label=""Code""][member_only]&lt;div id=&quot;xy&quot;&gt;&lt;input type=&quot;button&quot; id=&quot;secondaryButton&quot; onclick=&quot;document.getElementById(&#x27;wpgmza_ugm_addmarker&#x27;).click();document.getElementById(&#x27;gform_submit_button_4&#x27;).click();&quot; value=&quot;Voeg mijn verhaal en markering toe&quot;/&gt;&lt;/div&gt;[/member_only][/et_pb_code][/et_pb_column][/et_pb_row][et_pb_row admin_label=""Rij""][et_pb_column type=""4_4""][et_pb_code admin_label=""Code""][non_member]Log in om iets toe te voegen aan Histomap.[/non_member][/et_pb_code][/et_pb_column][/et_pb_row][/et_pb_section]","","2","2016-07-28 11:31:41","2016-07-28 09:31:41","closed","open","toevoegenoud","publish","0","0","page","0","","","",""
"Overzicht","http://histomap.eu/overzicht/","Thu, 28 Jul 2016 14:58:54 +0000","hm","http://histomap.eu/?page_id=100","[et_pb_section admin_label=""section""][et_pb_row admin_label=""row""][et_pb_column type=""4_4""][et_pb_blog admin_label=""Blog"" fullwidth=""off"" include_categories=""5,8,9,10,11,12,13,14,15,6,7,4"" show_thumbnail=""on"" show_content=""off"" show_more=""on"" show_author=""on"" show_date=""on"" show_categories=""on"" show_comments=""on"" show_pagination=""on"" offset_number=""0"" use_overlay=""off"" background_layout=""light"" use_dropshadow=""on"" use_border_color=""off"" border_color=""#ffffff"" border_style=""solid""]

[/et_pb_blog][/et_pb_column][/et_pb_row][/et_pb_section]","","100","2016-07-28 16:58:54","2016-07-28 14:58:54","closed","closed","overzicht","publish","0","0","page","0","","","",""
